KEY;KOD;Ülke;Yýl;GFCF (Yatýrým);FDI (Yabancý Yatýrým);CPI (Enflasyon);Unemployment (Ýþsizlik);Current_Account (Cari Denge);Exchange_Rate (Kur);Govt_Exp (Devlet Harcamasý);Pop_Growth (Nüfus Artýþý);Export_GDP (Ýhracat);GDP_Growth (TARGET - Tahmin edilecek sütun);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRC_1991;GRC;Greece;1991;26361112357;4.19344457967971;42,135;7.572;-1.51783071981204;182.266416666667;35,196;1,200352537;14,14503686;3,099999706;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HUN_1991;HUN;Hungary;1991;7902296728;0.0272255401825463;12,512;8.5;1.15628180527935;74.7353833333333;EKSÝK VERÝ;-0,005668183;28,71060033;-11,89204086;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IND_1991;IND;India;1991;66403598831;1.2707722797342;23,126;EKSÝK VERÝ;-1.58891131223691;22.7424333333333;27,272;2,167776687;8,494240771;1,056831435;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IDN_1991;IDN;Indonesia;1991;34603400191;2.73495949116743;8,52;2.617;-3.6528272008554;1950.3175;EKSÝK VERÝ;1,770136895;28,35126107;6,911982836;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IRL_1991;IRL;Ireland;1991;8757169476;0.486769098931952;61,644;15.771;EKSÝK VERÝ;0.6212975;EKSÝK VERÝ;0,574927781;55,58183646;1,929640174;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ISR_1991;ISR;Israel;1991;17283976570;0.192407628781535;31,668;10.575;-1.80059495391958;2.27910833333333;EKSÝK VERÝ;6,017008783;23,97934038;7,72611511;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITA_1991;ITA;Italy;1991;2,80441E+11;0.0352041027838152;54,692;10.097;-1.94553731555977;1240.61333333333;55,318;0,069231189;16,99683511;1,538447592;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JPN_1991;JPN;Japan;1991;1,26392E+12;EKSÝK VERÝ;92,553;2.1;EKSÝK VERÝ;134.706666666667;29,299;0,392819832;9,616174714;3,523357236;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LVA_1991;LVA;Latvia;1991;EKSÝK VERÝ;0.426930229868274;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;-0,473114694;EKSÝK VERÝ;-12,59522179;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KOR_1991;KOR;Korea, Rep.;1991;1,30905E+11;8.13632963600556;42,071;2.291;-2.35688840135155;733.329166666667;EKSÝK VERÝ;0,989785982;22,98754745;10,87497393;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MYS_1991;MYS;Malaysia;1991;17866598778;1.52072722395263;59,205;0.481;-8.51147688277301;2.75006666666667;27,393;2,815854656;77,82555283;9,545467414;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MEX_1991;MEX;Mexico;1991;58654274905;0.983294101452127;10,581;3.145;-4.75442816258017;3.01843;20,104;1,925793274;16,43339003;3,975904971;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MAR_1991;MAR;Morocco;1991;8054289862;1.71467155334591;57,1;16.98;-1.27998993380056;8.70655;20,798;1,722327256;22,31876775;7,216088154;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NLD_1991;NLD;Netherlands;1991;72912048562;3.95684412916661;62,718;7.285;2.27649103804339;1.86966666666667;49,586;0,788031035;55,56263802;2,439134581;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NZL_1991;NZL;New Zealand;1991;7548953410;0.566383737278731;86,182;10.611;EKSÝK VERÝ;1.73351416666667;53,006;EKSÝK VERÝ;29,16134637;-1,090793225;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PAK_1991;PAK;Pakistan;1991;7915231468;1.05051459399718;#YOK;5.85;-2.77569478723708;23.8007666666667;#YOK;#YOK;#YOK;#YOK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHL_1991;PHL;Philippines;1991;EKSÝK VERÝ;0.340347151546106;25,442;10.598;-1.99675016579611;27.4786333333333;18,042;2,401278593;20,96514118;-0,436390081;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POL_1991;POL;Poland;1991;EKSÝK VERÝ;0;19,85;EKSÝK VERÝ;-2.50991404542249;1.05760583333333;EKSÝK VERÝ;0,354679168;EKSÝK VERÝ;-7,015578793;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RUS_1991;RUS;Russian Federation;1991;1,20519E+11;0.121007480168667;0,002;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;0,286681805;13,27136217;-5,046939451;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SAU_1991;SAU;Saudi Arabia;1991;26830440587;0;66,493;EKSÝK VERÝ;-20.8052194236662;3.75;34,946;4,771719598;38,30839944;8,220770745;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SVN_1991;SVN;Slovenia;1991;3028373913;0;EKSÝK VERÝ;7.08;EKSÝK VERÝ;27.5712;EKSÝK VERÝ;0,063438224;68,44117381;-8,90010793;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SVK_1991;SVK;Slovak Republic;1991;4110919768;0.187963513611018;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;0,077472437;41,1121816;-14,57380267;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZAF_1991;ZAF;South Africa;1991;24149001472;2.16605085432865;13,483;EKSÝK VERÝ;1.03482370495216;2.761315;EKSÝK VERÝ;2,284661819;19,34081534;-1,018244968;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ESP_1991;ESP;Spain;1991;1,44295E+11;2.31926714864118;51,032;15.929;-3.43260470559267;103.911583333333;42,609;0,254527425;15,78892915;2,546000496;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SWE_1991;SWE;Sweden;1991;70769188756;1.05569776077177;67,359;3.127;-1.69925055089858;6.04746666666666;61,234;0,681643118;26,26009611;-1,145974851;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CHE_1991;CHE;Switzerland;1991;84917646444;2.05017744663305;81,439;1.818;3.54569531654708;1.43399166666667;29,466;1,249826024;39,81663502;-0,915816617;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
THA_1991;THA;Thailand;1991;40896672172;2.03397301702108;43,105;2.63;-7.7075114905911;25.5167954060799;EKSÝK VERÝ;1,629207107;35,96430952;8,558260321;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GBR_1991;GBR;United Kingdom;1991;2,41474E+11;0.56104703230478;60,06;8.55;-1.66449946529553;0.567015333333333;35,89;0,309247932;22,59555378;-1,292439748;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
USA_1991;USA;United States;1991;1,23883E+12;-0.257802106442804;136,167;6.8;0.0462965293516911;1;EKSÝK VERÝ;1,336260741;9,660905122;-0,108312882;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ISL_1991;ISL;Iceland;1991;1524602577;0;54,891;2.548;-3.7636008716161;58.9963416666667;42,848;1,15914942;29,79573773;-0,223525499;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CZE_1991;CZE;Czechia;1991;7060140652;2.74387019076576;EKSÝK VERÝ;2.27;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;-0,240064842;38,15791137;-11,61494236;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PRT_1991;PRT;Portugal;1991;22693231580;1.19672645365893;51,639;3.919;-0.802786937062783;144.482;45,94;-0,230481754;26,54755888;4,368206167;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NGA_1991;NGA;Nigeria;1991;EKSÝK VERÝ;0.536300486465289;EKSÝK VERÝ;EKSÝK VERÝ;2.02019931723546;9.90949166666666;13,611;2,641103164;EKSÝK VERÝ;0,358352602;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TUR_1991;TUR;Turkiye;1991;35779482263;EKSÝK VERÝ;0,206;8.113;0.165524841501632;0.00417181583333333;EKSÝK VERÝ;1,75939857;13,84113011;0,720279036;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AFG_1992;AFG;Afghanistan;1992;EKSÝK VERÝ;1.51600150077427;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;39.276429270146;EKSÝK VERÝ;8,15641941;EKSÝK VERÝ;EKSÝK VERÝ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AUS_1992;AUS;Australia;1992;74345265470;1.9367945155154;59,925;10.729;-3.1637556587871;1.36164833333333;34,057;1,119597701;16,63485697;0,433065864;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARG_1992;ARG;Argentina;1992;38211583095;0.764493296897433;EKSÝK VERÝ;6.36;-2.42494134682425;0.990641666666667;EKSÝK VERÝ;1,3843812;6,598187472;7,937291556;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AUT_1992;AUT;Austria;1992;51346339845;0.0117375764038404;79,534;3.59;EKSÝK VERÝ;10.9893333333333;49,272;1,100552287;33,28564244;2,093524426;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BGD_1992;BGD;Bangladesh;1992;5487230032;4.80693439303708;48,193;EKSÝK VERÝ;0.570158867838371;38.9507583333333;8,797;1,884873063;7,58667691;5,44268555;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BEL_1992;BEL;Belgium;1992;51882405270;0.627993785794032;65,17;6.702;EKSÝK VERÝ;32.1495;55,912;0,405713496;58,80893033;1,530654751;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BRA_1992;BRA;Brazil;1992;60462918137;1.18075190608283;10268073824;7.086;1.85533923420663;0.00195302352248811;EKSÝK VERÝ;1,667246818;10,86831166;-0,544072051;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CAN_1992;CAN;Canada;1992;1,15224E+11;2.60348627617638;84;11.197;-3.6540131722827;1.20872292;52,507;1,183675541;26,19913256;0,89046618;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CHN_1992;CHN;China;1992;1,3119E+11;2.01143578120064;38,78;2.3;1.49380742683803;5.51459166666667;14,649;1,225536228;15,60024102;14,29961089;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CHL_1992;CHL;Chile;1992;10935913276;1.24736846158865;32,449;4.35;-2.0561295791378;362.575833333333;20,933;1,6124461;28,59507048;11,50193144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COL_1992;COL;Colombia;1992;11160933686;1.09661732566499;11,329;9.44;1.54179329402071;680.385833333333;18,408;1,980948621;16,5185547;4,044929439;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EGY_1992;EGY;Egypt, Arab Rep.;1992;9750338519;EKSÝK VERÝ;9,397;8.92;7.81250251617541;3.32174833333333;EKSÝK VERÝ;2,3894925;28,39683681;4,472859184;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EST_1992;EST;Estonia;1992;EKSÝK VERÝ;0.66510339678141;EKSÝK VERÝ;3.681;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;-1,824181555;EKSÝK VERÝ;-21,16865621;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DNK_1992;DNK;Denmark;1992;28587732145;1.57156807831079;66,875;9.027;2.74488364106853;6.03613333333333;56,427;0,330671402;36,9421011;2,022811242;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRA_1992;FRA;France;1992;3,04727E+11;0.352210202524281;69,395;10.203;0.280170781675052;5.29381583333333;54,01;0,498024783;22,44540389;1,516061117;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FIN_1992;FIN;Finland;1992;25011945846;-0.0998181254869771;67,369;11.595;-4.54594465904843;4.47944;60,812;0,561909851;25,54313212;-3,311373617;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DEU_1992;DEU;Germany;1992;5,35527E+11;0.998183564137125;68,496;6.323;-0.983554177100667;1.56165;47,353;0,760346947;22,08954962;2,013613409;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRC_1992;GRC;Greece;1992;27509508402;3.80665641868209;48,825;8.927;-1.86723149235441;190.62425;36,907;0,763882722;14,82162531;0,700000337;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HUN_1992;HUN;Hungary;1992;8360276687;0.0959419487133587;15,384;9.816;0.905662683648786;78.9883916666667;EKSÝK VERÝ;-0,039136583;27,55957084;-3,064180346;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IND_1992;IND;India;1992;72309963480;1.38798883350104;25,407;EKSÝK VERÝ;-1.55624498023457;25.9180833333333;26,689;2,129985193;8,842926925;5,48239602;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IDN_1992;IDN;Indonesia;1992;35850870970;2.60767725514267;9,163;2.734;-2.17141753355818;2029.92083333333;EKSÝK VERÝ;1,733225716;30,30746351;6,497506517;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IRL_1992;IRL;Ireland;1992;9675926571;0.740645784472681;63,586;15.021;EKSÝK VERÝ;0.587720833333333;EKSÝK VERÝ;0,682256778;58,40546362;3,343274126;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ISR_1992;ISR;Israel;1992;18931067870;0.235681738352231;35,451;11.171;-1.10121505762718;2.45908333333333;EKSÝK VERÝ;3,455466899;24,48316135;7,75926622;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITA_1992;ITA;Italy;1992;2,89489E+11;0.0692240549951432;57,417;9.321;-2.21274668808671;1232.40583333333;56,78;0,067924433;17,4389966;0,834275417;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JPN_1992;JPN;Japan;1992;1,32659E+12;EKSÝK VERÝ;94,151;2.2;EKSÝK VERÝ;126.651333333333;30,293;0,371192387;9,518285025;0,900586066;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LVA_1992;LVA;Latvia;1992;EKSÝK VERÝ;0.272974074363194;11,178;EKSÝK VERÝ;EKSÝK VERÝ;0.736466666666666;EKSÝK VERÝ;-1,376795066;EKSÝK VERÝ;-32,11857046;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KOR_1992;KOR;Korea, Rep.;1992;1,33708E+11;8.76047440214555;44,685;2.393;-0.79068728488668;780.670833333333;EKSÝK VERÝ;1,039161356;23,26127803;6,351591996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MYS_1992;MYS;Malaysia;1992;21671574979;1.20966687256407;62,034;3.71;-3.66302477841909;2.54738333333333;28,209;2,647530828;75,98386005;8,885117978;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MEX_1992;MEX;Mexico;1992;71260990831;1.25320990888603;12,223;3.235;-6.73040694268406;3.09489833333333;19,022;1,893863194;15,25674444;3,568613544;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MAR_1992;MAR;Morocco;1992;8362423940;1.70194435164588;60,4;15.68;-1.2834370400402;8.537875;22,281;1,653473975;22,17215462;-2,097738754;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NLD_1992;NLD;Netherlands;1992;80030701754;2.61273593113678;64,499;5.555;1.88350974641952;1.75846633333333;50,239;0,756056593;53,8154295;1,706070869;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NZL_1992;NZL;New Zealand;1992;7442577627;0.688313624140135;87,057;10.673;EKSÝK VERÝ;1.86179166666667;52,535;1,041735384;31,19167677;1,093834756;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PAK_1992;PAK;Pakistan;1992;9087560779;0.377343949882479;#YOK;5.18;-3.83779241680643;25.0827916666667;#YOK;#YOK;#YOK;#YOK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHL_1992;PHL;Philippines;1992;EKSÝK VERÝ;0.718699593656418;27,625;9.866;-1.65501732404596;25.5124916666667;18,421;2,369683847;20,77966454;0,417629066;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POL_1992;POL;Poland;1992;EKSÝK VERÝ;0.252231983166754;28,386;13.645;-3.29032970311139;1.36264333333333;EKSÝK VERÝ;0,306681391;EKSÝK VERÝ;2,514978614;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RUS_1992;RUS;Russian Federation;1992;1,10169E+11;-0.0575786497959332;0,035;5.181;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;0,096978979;62,32246186;-14,53107377;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SAU_1992;SAU;Saudi Arabia;1992;27758344459;0.777460016987287;65,81;7.2;-12.9234890422041;3.75;41,165;4,604676806;39,10680686;4,580582062;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SVN_1992;SVN;Slovenia;1992;2703204599;0;23,333;EKSÝK VERÝ;6.8521543659339;81.2869916666667;EKSÝK VERÝ;-0,146699403;51,73380329;-5,463697778;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SVK_1992;SVK;Slovak Republic;1992;5205357744;0.00228504771765059;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;0,032465115;62,52683161;-6,721488589;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZAF_1992;ZAF;South Africa;1992;24054931007;2.10570224260596;15,375;EKSÝK VERÝ;1.34745427194466;2.85201416666667;EKSÝK VERÝ;1,79631209;18,9551466;-2,137032845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ESP_1992;ESP;Spain;1992;1,452E+11;-0.001908601541538;54,678;17.697;-3.41608226616749;102.379083333333;43,862;0,489757905;16,21652231;0,929215483;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SWE_1992;SWE;Sweden;1992;64588334421;0.403144429102547;68,287;5.591;-3.10926994292047;5.82383333333333;66,527;0,586529929;26,12210001;-1,15859276;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CHE_1992;CHE;Switzerland;1992;79327099986;1.89589035115006;84,727;2.344;4.77655904971081;1.40621833333333;31,287;1,102521072;40,73221967;-0,043733009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
THA_1992;THA;Thailand;1992;43751078735;1.95066544669245;44,836;1.35;-5.65567692212436;25.4001281507941;EKSÝK VERÝ;1,589459617;36,97247567;8,083388023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GBR_1992;GBR;United Kingdom;1992;2,32744E+11;0.464853986617542;62,602;9.772;-1.96702595518054;0.569774166666667;37,823;0,270431182;22,92352738;1,294728496;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
USA_1992;USA;United States;1992;1,2928E+12;0.118006165457839;140,308;7.5;-0.791448803104507;1;EKSÝK VERÝ;1,386885692;9,708914906;3,522497173;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ISL_1992;ISL;Iceland;1992;1431665523;0;57,064;4.305;-2.18758967163881;57.5459333333333;44,68;1,256632077;28,84200199;-3,373894169;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CZE_1992;CZE;Czechia;1992;9536302901;1.74123247233614;EKSÝK VERÝ;2.6;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;0,102241165;39,57890868;-0,506542343;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PRT_1992;PRT;Portugal;1992;26015139590;1.7223830155852;56,215;3.985;-0.171236849197464;134.997833333333;48,218;-0,077749267;24,45867065;1,089476898;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NGA_1992;NGA;Nigeria;1992;EKSÝK VERÝ;0.530468058329858;EKSÝK VERÝ;EKSÝK VERÝ;4.35622764868938;17.298425;15,948;2,625287607;EKSÝK VERÝ;4,631192946;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TUR_1992;TUR;Turkiye;1992;36588387660;EKSÝK VERÝ;0,35;8.184;-0.612175223712419;0.00687242333333333;EKSÝK VERÝ;1,704790779;14,39223573;5,035634939;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AFG_1993;AFG;Afghanistan;1993;EKSÝK VERÝ;1.69960473993569;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;39,27642927;EKSÝK VERÝ;11,80725911;EKSÝK VERÝ;EKSÝK VERÝ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AUS_1993;AUS;Australia;1993;73306632940;1.17980281165114;60,975;10.874;-2.97199182738191;1,47056;34,138;0,889539826;17,5151962;4,045833741;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARG_1993;ARG;Argentina;1993;45114528829;0.593303914874108;EKSÝK VERÝ;10.1;-3.46617829462144;0,998945833;22,017;1,353640186;6,909351534;8,206979072;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AUT_1993;AUT;Austria;1993;49122578966;0.0423616549795556;82,106;4.25;EKSÝK VERÝ;11,6321825;54,307;0,824627941;31,58762189;0,526809769;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BGD_1993;BGD;Bangladesh;1993;5952339524;4.78369263919673;49,781;EKSÝK VERÝ;1.08321175697211;39,5672575;9,739;1,862772253;9,017269036;4,711561725;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
