KEY;KOD;Ülke;Yýl;GFCF (Yatýrým);FDI (Yabancý Yatýrým);CPI (Enflasyon);Unemployment (Ýþsizlik);Current_Account (Cari Denge);Exchange_Rate (Kur);Govt_Exp (Devlet Harcamasý);Pop_Growth (Nüfus Artýþý);Export_GDP (Ýhracat);GDP_Growth (TARGET - Tahmin edilecek sütun);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KOR_1974;KOR;Korea, Rep.;1974;5331635649;6.01102542086446;EKSÝK VERÝ;4.15;EKSÝK VERÝ;404.4725;EKSÝK VERÝ;1,71270542;21,7721456;9,648908768;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MYS_1974;MYS;Malaysia;1974;2408740596;0.706605555416667;EKSÝK VERÝ;EKSÝK VERÝ;-5.66978816989834;2.40706666591667;EKSÝK VERÝ;2,396922525;48,31131333;8,318661974;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MEX_1974;MEX;Mexico;1974;14309944000;-0.265781891362622;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;0.0124999689192605;EKSÝK VERÝ;2,925958889;8,408666667;5,77682723;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MAR_1974;MAR;Morocco;1974;1128664297;1.26255189571856;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;4.36976666566667;EKSÝK VERÝ;2,46577303;27,55664878;5,596049944;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NLD_1974;NLD;Netherlands;1974;19586773506;1.80482267062315;EKSÝK VERÝ;EKSÝK VERÝ;3.47937169592668;2.68838333233333;EKSÝK VERÝ;0,78367225;50,79633158;3,438717747;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NZL_1974;NZL;New Zealand;1974;3880308880;0.0449479012962248;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;0.715402588665368;EKSÝK VERÝ;2,085288594;20,6231454;5,993440849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PAK_1974;PAK;Pakistan;1974;1072121212;0.837653663377129;#YOK;1.67;EKSÝK VERÝ;9.9;#YOK;#YOK;#YOK;#YOK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHL_1974;PHL;Philippines;1974;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;3.21;EKSÝK VERÝ;6.78787499941667;EKSÝK VERÝ;2,16094703;EKSÝK VERÝ;3,394606379;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POL_1974;POL;Poland;1974;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;0.0003319999999;EKSÝK VERÝ;0,95978577;EKSÝK VERÝ;EKSÝK VERÝ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RUS_1974;RUS;Russian Federation;1974;EKSÝK VERÝ;-8.21878721946481;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;0,573468037;EKSÝK VERÝ;EKSÝK VERÝ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SAU_1974;SAU;Saudi Arabia;1974;4011830986;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;50.7021635712492;3.549999999;EKSÝK VERÝ;5,156269485;62,93606094;16,09967527;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SVN_1974;SVN;Slovenia;1974;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;0,532626458;EKSÝK VERÝ;EKSÝK VERÝ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SVK_1974;SVK;Slovak Republic;1974;EKSÝK VERÝ;1.68189737936919;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;1,032645526;EKSÝK VERÝ;EKSÝK VERÝ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZAF_1974;ZAF;South Africa;1974;9798712834;0.368295620686602;EKSÝK VERÝ;EKSÝK VERÝ;-3.47363511040154;0.679477003570251;EKSÝK VERÝ;2,819981799;24,15460655;6,111122104;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ESP_1974;ESP;Spain;1974;28056394577;0.116185138265284;EKSÝK VERÝ;3.04;EKSÝK VERÝ;57.686499999;EKSÝK VERÝ;1,09260761;13,20822634;5,618785647;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SWE_1974;SWE;Sweden;1974;17757069424;EKSÝK VERÝ;EKSÝK VERÝ;1.98;-0.80304433801005;4.439424999;EKSÝK VERÝ;0,290164816;29,53634313;3,198195619;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CHE_1974;CHE;Switzerland;1974;20254352700;1.37406893993996;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;2.979249999;EKSÝK VERÝ;0,538520833;41,01770453;1,45490788;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
THA_1974;THA;Thailand;1974;3191689387;2.12182327411176;EKSÝK VERÝ;0.47;EKSÝK VERÝ;20.3751027981272;EKSÝK VERÝ;2,547908078;21,58918291;4,466253386;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GBR_1974;GBR;United Kingdom;1974;55177933614;0.22909018193255;EKSÝK VERÝ;2.6;-3.61344972437301;0.427756439747663;EKSÝK VERÝ;0,06305921;27,10149235;-1,679697926;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
USA_1974;USA;United States;1974;3,36702E+11;0.841754014690214;EKSÝK VERÝ;5.6;0.110015059120151;1;EKSÝK VERÝ;0,913660196;8,196121904;-0,540550193;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ISL_1974;ISL;Iceland;1974;586727363,7;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;0.999516666500499;EKSÝK VERÝ;1,352920811;29,90098062;5,7062921;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CZE_1974;CZE;Czechia;1974;EKSÝK VERÝ;0.605285692395057;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;0,664900388;EKSÝK VERÝ;EKSÝK VERÝ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PRT_1974;PRT;Portugal;1974;4873670087;1.0343450316262;EKSÝK VERÝ;1.77;EKSÝK VERÝ;25.4081666656667;EKSÝK VERÝ;1,394878048;21,05078375;1,142859655;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NGA_1974;NGA;Nigeria;1974;EKSÝK VERÝ;0.1807180314643;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;0.630282046248239;EKSÝK VERÝ;2,623324173;EKSÝK VERÝ;11,16067455;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TUR_1974;TUR;Turkiye;1974;5235714286;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;-1.58410649455426;1.39270833330833E-05;EKSÝK VERÝ;2,214582785;5,728116176;5,594474403;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AFG_1975;AFG;Afghanistan;1975;EKSÝK VERÝ;0.460821395481193;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;34.9296307738452;EKSÝK VERÝ;2,415250485;EKSÝK VERÝ;EKSÝK VERÝ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AUS_1975;AUS;Australia;1975;25150894442;0.106009598269524;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;0.763871249;EKSÝK VERÝ;1,231185888;14,23846628;1,338700558;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARG_1975;ARG;Argentina;1975;15438486959;0.198259244469377;EKSÝK VERÝ;2.3;EKSÝK VERÝ;3.65749999995E-10;EKSÝK VERÝ;1,608108356;5,824051799;-0,028412104;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AUT_1975;AUT;Austria;1975;11369552027;0.00793554956015196;EKSÝK VERÝ;2;EKSÝK VERÝ;17.4167499991667;EKSÝK VERÝ;-0,265319411;28,20510957;-0,363735782;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BGD_1975;BGD;Bangladesh;1975;EKSÝK VERÝ;1.45345054898808;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;12.186180036989;EKSÝK VERÝ;2,622252539;2,895078894;-4,088214092;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BEL_1975;BEL;Belgium;1975;17459352857;1.00771220853274;EKSÝK VERÝ;5.1;EKSÝK VERÝ;36.7789166656667;EKSÝK VERÝ;0,288978161;45,91603657;-1,965941883;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BRA_1975;BRA;Brazil;1975;30141749198;1.94139898907896;EKSÝK VERÝ;EKSÝK VERÝ;-5.39304045242405;3.5168444719385E-12;EKSÝK VERÝ;2,378842877;7,218006826;5,166649084;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CAN_1975;CAN;Canada;1975;42463625639;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;-4.69923751491992;1.01715926333333;EKSÝK VERÝ;1,459424913;21,95978411;1,545403326;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CHN_1975;CHN;China;1975;47472832936;0.640027707107087;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;1.85982338938658;EKSÝK VERÝ;1,766391782;4,871822324;8,719999997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CHL_1975;CHL;Chile;1975;1416109977;0.282997832275591;EKSÝK VERÝ;14.69;-6.27227152964946;4.91041666666667;EKSÝK VERÝ;1,565306147;23,52453984;-12,27376215;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COL_1975;COL;Colombia;1975;2008859429;0.0687747333509215;EKSÝK VERÝ;10.55;-1.31065309013275;30.9275;EKSÝK VERÝ;2,21401806;15,81726354;2,323255281;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EGY_1975;EGY;Egypt, Arab Rep.;1975;2773564226;EKSÝK VERÝ;EKSÝK VERÝ;2.57;EKSÝK VERÝ;0.391303667451088;EKSÝK VERÝ;2,357217792;18,16794181;8,939147159;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EST_1975;EST;Estonia;1975;EKSÝK VERÝ;0.660437489852973;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;0,785459176;EKSÝK VERÝ;EKSÝK VERÝ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DNK_1975;DNK;Denmark;1975;9029101667;0.437655611214163;EKSÝK VERÝ;5.1;-1.2123807575828;5.746149999;EKSÝK VERÝ;0,288268796;29,41051998;-1,409899533;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRA_1975;FRA;France;1975;92229616032;0.231618396886986;EKSÝK VERÝ;4.08;0.766910932919374;4.28779951537657;EKSÝK VERÝ;0,475700888;19,85826017;-0,945609617;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FIN_1975;FIN;Finland;1975;9866442541;0.140221164618744;EKSÝK VERÝ;2.08;-7.26075539532321;3.67866666587732;EKSÝK VERÝ;0,443863076;22,1316363;1,804897952;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DEU_1975;DEU;Germany;1975;1,16386E+11;0.0853208087342758;EKSÝK VERÝ;EKSÝK VERÝ;0.629007055413313;2.46029166608333;EKSÝK VERÝ;-0,372846359;17,03914159;-0,866738937;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRC_1975;GRC;Greece;1975;7568820404;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;32.051325;EKSÝK VERÝ;0,938660354;14,08726493;6,366807946;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HUN_1975;HUN;Hungary;1975;EKSÝK VERÝ;-0.0104862850298618;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;43.9713833323333;EKSÝK VERÝ;0,588081809;EKSÝK VERÝ;6,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IND_1975;IND;India;1975;17444354594;4.24128851064663;EKSÝK VERÝ;EKSÝK VERÝ;-0.149803050596716;8.37589194565386;EKSÝK VERÝ;2,361699217;5,647062158;9,149912016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IDN_1975;IDN;Indonesia;1975;6196867470;1.66778992000303;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;414.999999999;EKSÝK VERÝ;2,526107426;22,54775559;4,977300867;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IRL_1975;IRL;Ireland;1975;2129724739;0.278779881773764;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;0.452041165666667;EKSÝK VERÝ;1,645353656;38,22195761;5,656646526;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ISR_1975;ISR;Israel;1975;4445000000;0.282408969633418;EKSÝK VERÝ;EKSÝK VERÝ;-11.2874876575955;0.000633614931146527;EKSÝK VERÝ;2,283471582;22,63279633;3,242819192;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITA_1975;ITA;Italy;1975;60959475089;0.042412526692308;EKSÝK VERÝ;5.82;-0.287503857987618;652.849166666;EKSÝK VERÝ;0,597247219;18,68918059;-2,090162892;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JPN_1975;JPN;Japan;1975;1,89416E+11;EKSÝK VERÝ;EKSÝK VERÝ;1.9;EKSÝK VERÝ;296.787499999167;EKSÝK VERÝ;1,272707553;12,00802483;3,091575916;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LVA_1975;LVA;Latvia;1975;EKSÝK VERÝ;0.0271173779064338;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;0,77428454;EKSÝK VERÝ;EKSÝK VERÝ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KOR_1975;KOR;Korea, Rep.;1975;5952066116;3.76920863765598;EKSÝK VERÝ;4.18;EKSÝK VERÝ;484;EKSÝK VERÝ;1,682000055;22,18227659;7,931511914;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MYS_1975;MYS;Malaysia;1975;2332611592;0.520921590909091;EKSÝK VERÝ;EKSÝK VERÝ;-5.28318159461671;2.39378333316667;EKSÝK VERÝ;2,390711943;45,548988;0,801068092;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MEX_1975;MEX;Mexico;1975;18848568000;0.0558718088894875;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;0.0125;EKSÝK VERÝ;2,858689192;6,894454545;5,744485049;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MAR_1975;MAR;Morocco;1975;2229988646;1.22750341157278;EKSÝK VERÝ;EKSÝK VERÝ;-5.60819463502751;4.052487499;EKSÝK VERÝ;2,461086749;22,47287908;7,558221561;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NLD_1975;NLD;Netherlands;1975;22499564308;1.07425112321268;EKSÝK VERÝ;6;2.38437757754443;2.52899166575;EKSÝK VERÝ;0,891389955;47,88030392;0,002028756;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NZL_1975;NZL;New Zealand;1975;3884120172;0.222605973934864;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;0.832307219423307;EKSÝK VERÝ;1,945433727;23,1032666;-1,731683304;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PAK_1975;PAK;Pakistan;1975;1638181818;0.675545920428909;#YOK;1.7;EKSÝK VERÝ;9.9;#YOK;#YOK;#YOK;#YOK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHL_1975;PHL;Philippines;1975;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;3.83;EKSÝK VERÝ;7.247899999;EKSÝK VERÝ;2,272702663;EKSÝK VERÝ;5,45110287;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POL_1975;POL;Poland;1975;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;0.000332;EKSÝK VERÝ;0,993595532;EKSÝK VERÝ;EKSÝK VERÝ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RUS_1975;RUS;Russian Federation;1975;EKSÝK VERÝ;3.98711424628594;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;0,573923976;EKSÝK VERÝ;EKSÝK VERÝ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SAU_1975;SAU;Saudi Arabia;1975;8135348640;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;30.7542653753154;3.517612499;EKSÝK VERÝ;5,241224768;73,33373853;-5,48816173;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SVN_1975;SVN;Slovenia;1975;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;0,977621393;EKSÝK VERÝ;EKSÝK VERÝ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SVK_1975;SVK;Slovak Republic;1975;EKSÝK VERÝ;0.438071225969157;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;1,049610388;EKSÝK VERÝ;EKSÝK VERÝ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZAF_1975;ZAF;South Africa;1975;12083709710;0.595174112452752;EKSÝK VERÝ;EKSÝK VERÝ;-5.58681904036422;0.739507755296336;EKSÝK VERÝ;2,769835063;23,8449417;1,695433779;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ESP_1975;ESP;Spain;1975;31269568116;0.096918901827214;EKSÝK VERÝ;4.8;-3.39422081591836;57.4069166656667;EKSÝK VERÝ;1,081293603;12,39795879;0,542203343;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SWE_1975;SWE;Sweden;1975;21719752902;EKSÝK VERÝ;EKSÝK VERÝ;1.62;-0.372216303068345;4.15219166566667;EKSÝK VERÝ;0,397275735;25,81252288;2,552862659;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CHE_1975;CHE;Switzerland;1975;20233062023;0.575337963209701;EKSÝK VERÝ;0.3;EKSÝK VERÝ;2.58128333241667;EKSÝK VERÝ;-0,043738043;39,6075938;-7,28317438;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
THA_1975;THA;Thailand;1975;3404440071;1.37267618730267;EKSÝK VERÝ;0.45;-4.07385436872153;20.3792694856493;EKSÝK VERÝ;2,440666731;18,36300781;4,970405228;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GBR_1975;GBR;United Kingdom;1975;62937599558;0.137099799157697;EKSÝK VERÝ;4;-1.43328844610716;0.452041165666667;EKSÝK VERÝ;-0,007423363;25,66769039;-0,676870194;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
USA_1975;USA;United States;1975;3,47912E+11;2.91198250572286;EKSÝK VERÝ;8.5;1.06118805581802;1;EKSÝK VERÝ;0,985986067;8,232279109;-0,205619191;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ISL_1975;ISL;Iceland;1975;530397527,7;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;1.53694999974941;EKSÝK VERÝ;1,27890789;31,68560734;0,646155052;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CZE_1975;CZE;Czechia;1975;EKSÝK VERÝ;0.596204406499003;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;0,699965182;EKSÝK VERÝ;EKSÝK VERÝ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PRT_1975;PRT;Portugal;1975;5367654902;1.69236151908443;EKSÝK VERÝ;4.5;-3.90075055304479;25.552749999;EKSÝK VERÝ;3,80041404;15,98288485;-4,347630432;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NGA_1975;NGA;Nigeria;1975;EKSÝK VERÝ;0.247595408004964;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;0.615501553350787;EKSÝK VERÝ;2,768857941;EKSÝK VERÝ;-5,227747555;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TUR_1975;TUR;Turkiye;1975;7421428571;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;-3.57927396835247;1.44420833326667E-05;EKSÝK VERÝ;2,074544369;4,421346572;7,17411269;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AFG_1976;AFG;Afghanistan;1976;EKSÝK VERÝ;0.995456770964498;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;34.9296307738452;EKSÝK VERÝ;2,213446083;EKSÝK VERÝ;EKSÝK VERÝ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AUS_1976;AUS;Australia;1976;27536673969;0.478175476632771;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;0.818284082333333;EKSÝK VERÝ;1,00265826;13,48197491;2,587822051;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARG_1976;ARG;Argentina;1976;15724100558;0.213195512496884;EKSÝK VERÝ;4.5;1.27224225636723;1.39983333333167E-09;EKSÝK VERÝ;1,565232308;9,175388296;-2,018251517;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AUT_1976;AUT;Austria;1976;11908106159;0.0535725925115662;EKSÝK VERÝ;2;EKSÝK VERÝ;17.9396666658333;EKSÝK VERÝ;-0,176672285;28,86558791;4,578444915;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
